Sample	per_tile_sequence_quality	Sequences flagged as poor quality	per_base_sequence_content	sequence_length_distribution	avg_sequence_length	overrepresented_sequences	basic_statistics	Encoding	File type	adapter_content	Filename	total_deduplicated_percentage	kmer_content	per_sequence_quality_scores	Total Sequences	%GC	per_base_n_content	sequence_duplication_levels	Sequence length	per_base_sequence_quality	per_sequence_gc_content
Sample_PRO1747_PlateG_E11_R1	pass	0.0	fail	warn	124.87332155345307	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E11_R1.fastq.gz	71.32311636636064	fail	pass	10461906.0	35.0	pass	pass	120-126	fail	pass
Sample_PRO1747_PlateG_E11_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E11_R2.fastq.gz	41.21578573217077	fail	pass	10461906.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_E12_R1	pass	0.0	fail	warn	125.00305346705773	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E12_R1.fastq.gz	81.50483833446246	fail	pass	7121413.0	35.0	pass	pass	120-126	fail	pass
Sample_PRO1747_PlateG_E12_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E12_R2.fastq.gz	53.93085211238463	fail	pass	7121413.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_E1_R1	pass	0.0	fail	warn	124.91486697827357	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E1_R1.fastq.gz	77.39670469443631	fail	pass	16530871.0	36.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_E1_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E1_R2.fastq.gz	48.68573004082921	fail	pass	16530871.0	36.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_E2_R1	pass	0.0	fail	warn	124.89144084631388	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E2_R1.fastq.gz	68.94325130023057	fail	pass	14801884.0	35.0	pass	warn	120-126	pass	pass
Sample_PRO1747_PlateG_E2_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E2_R2.fastq.gz	39.0581437618078	fail	pass	14801884.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_E3_R1	pass	0.0	fail	warn	124.88975953609732	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E3_R1.fastq.gz	74.5584660119563	fail	pass	16405165.0	32.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_E3_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E3_R2.fastq.gz	46.97831804469098	fail	pass	16405165.0	32.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_E4_R1	pass	0.0	fail	warn	124.91332162691397	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E4_R1.fastq.gz	77.91025557470167	fail	pass	9940415.0	33.0	pass	pass	120-126	fail	pass
Sample_PRO1747_PlateG_E4_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E4_R2.fastq.gz	47.8817069665629	fail	pass	9940415.0	33.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_E5_R1	pass	0.0	fail	warn	124.94776268147601	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E5_R1.fastq.gz	77.71625230267898	fail	pass	12703332.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_E5_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E5_R2.fastq.gz	54.67826267891299	fail	pass	12703332.0	34.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_E6_R1	pass	0.0	fail	warn	124.87962403653601	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E6_R1.fastq.gz	71.77597957288755	fail	pass	17269976.0	35.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_E6_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E6_R2.fastq.gz	44.89177592164143	fail	pass	17269976.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_E7_R1	pass	0.0	warn	warn	124.86191096335624	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E7_R1.fastq.gz	70.03544122722879	fail	pass	9189093.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_E7_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E7_R2.fastq.gz	39.00515625008254	fail	pass	9189093.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_E8_R1	pass	0.0	fail	warn	124.8821709846536	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E8_R1.fastq.gz	69.44737336910832	fail	pass	13160222.0	35.0	pass	warn	120-126	pass	pass
Sample_PRO1747_PlateG_E8_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E8_R2.fastq.gz	39.480369359773825	fail	pass	13160222.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_E9_R1	pass	0.0	fail	warn	124.87191667415502	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E9_R1.fastq.gz	70.26031765595727	fail	pass	13176032.0	35.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_E9_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_E9_R2.fastq.gz	40.388233941449265	fail	pass	13176032.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_F10_R1	pass	0.0	fail	warn	124.98375704063943	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F10_R1.fastq.gz	81.71655877882921	fail	pass	5056714.0	31.0	pass	pass	120-126	fail	warn
Sample_PRO1747_PlateG_F10_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F10_R2.fastq.gz	51.67897241676138	fail	pass	5056714.0	31.0	pass	warn	126.0	pass	warn
Sample_PRO1747_PlateG_F11_R1	pass	0.0	fail	warn	124.88803183565983	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F11_R1.fastq.gz	82.28170086228718	fail	pass	12956540.0	32.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_F11_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F11_R2.fastq.gz	62.63658798673768	fail	pass	12956540.0	32.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_F12_R1	pass	0.0	fail	warn	124.96785028147147	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F12_R1.fastq.gz	74.26759140952149	fail	pass	7827969.0	34.0	pass	pass	120-126	fail	pass
Sample_PRO1747_PlateG_F12_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F12_R2.fastq.gz	40.32629474333208	fail	pass	7827969.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_F1_R1	pass	0.0	warn	warn	124.91166227423207	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F1_R1.fastq.gz	70.44560496526053	fail	pass	13526667.0	32.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_F1_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F1_R2.fastq.gz	39.82862727712203	fail	pass	13526667.0	32.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_F2_R1	pass	0.0	fail	warn	124.93098557835995	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F2_R1.fastq.gz	85.15838485736612	fail	pass	11192139.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_F2_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F2_R2.fastq.gz	64.27275597510209	fail	pass	11192139.0	34.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_F3_R1	pass	0.0	fail	warn	124.9192092807157	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F3_R1.fastq.gz	76.20265849580781	fail	pass	11657032.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_F3_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F3_R2.fastq.gz	47.196325143387845	fail	pass	11657032.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_F4_R1	pass	0.0	fail	warn	124.97398840987292	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F4_R1.fastq.gz	74.13224622669816	fail	pass	10408514.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_F4_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F4_R2.fastq.gz	47.488586952548964	fail	pass	10408514.0	33.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_F5_R1	pass	0.0	fail	warn	124.87363586805138	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F5_R1.fastq.gz	73.26042677542178	fail	pass	15904070.0	35.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_F5_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F5_R2.fastq.gz	47.058511385220385	fail	pass	15904070.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_F6_R1	pass	0.0	fail	warn	124.9244590247294	fail	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F6_R1.fastq.gz	69.17739079694915	fail	pass	9738569.0	33.0	pass	warn	120-126	pass	pass
Sample_PRO1747_PlateG_F6_R2	pass	0.0	fail	pass	126.0	fail	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F6_R2.fastq.gz	39.26350275409569	fail	pass	9738569.0	33.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_F7_R1	pass	0.0	fail	warn	124.89211223731282	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F7_R1.fastq.gz	68.89870991005459	fail	pass	7664011.0	34.0	pass	warn	120-126	pass	pass
Sample_PRO1747_PlateG_F7_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F7_R2.fastq.gz	37.40647859856192	fail	pass	7664011.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_F8_R1	pass	0.0	warn	warn	124.8492754845696	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F8_R1.fastq.gz	80.61136656623702	fail	pass	9341692.0	36.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_F8_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F8_R2.fastq.gz	59.44985946093024	fail	pass	9341692.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_F9_R1	pass	0.0	fail	warn	124.86687750057821	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F9_R1.fastq.gz	80.94677955611338	fail	pass	13606603.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_F9_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_F9_R2.fastq.gz	57.29845423250639	fail	pass	13606603.0	34.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_G10_R1	pass	0.0	fail	warn	124.9020037649288	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G10_R1.fastq.gz	73.53059050937112	fail	pass	11555597.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_G10_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G10_R2.fastq.gz	45.24937135146879	fail	pass	11555597.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_G11_R1	pass	0.0	fail	warn	124.87579553739756	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G11_R1.fastq.gz	79.31160992536749	fail	pass	10628193.0	34.0	pass	pass	120-126	fail	pass
Sample_PRO1747_PlateG_G11_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G11_R2.fastq.gz	58.07892449593041	fail	pass	10628193.0	34.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_G12_R1	pass	0.0	fail	warn	124.90701372682545	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G12_R1.fastq.gz	73.13872444013978	fail	pass	13316116.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_G12_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G12_R2.fastq.gz	47.476110832680725	fail	pass	13316116.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_G1_R1	pass	0.0	warn	warn	124.9161206089964	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G1_R1.fastq.gz	82.42330292156774	fail	pass	11879545.0	35.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_G1_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G1_R2.fastq.gz	61.59256352049805	fail	pass	11879545.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_G2_R1	pass	0.0	fail	warn	124.88145071855126	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G2_R1.fastq.gz	67.97514535389854	fail	pass	14152435.0	32.0	pass	warn	120-126	pass	warn
Sample_PRO1747_PlateG_G2_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G2_R2.fastq.gz	38.51562235766833	fail	pass	14152435.0	32.0	pass	fail	126.0	pass	warn
Sample_PRO1747_PlateG_G3_R1	pass	0.0	fail	warn	124.91579550902325	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G3_R1.fastq.gz	69.32421152316479	fail	pass	13794193.0	33.0	pass	warn	120-126	pass	pass
Sample_PRO1747_PlateG_G3_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G3_R2.fastq.gz	37.00268098587492	fail	pass	13794193.0	33.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_G4_R1	pass	0.0	fail	warn	125.03777056934449	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G4_R1.fastq.gz	81.0862049926199	fail	pass	7046068.0	32.0	pass	pass	120-126	pass	warn
Sample_PRO1747_PlateG_G4_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G4_R2.fastq.gz	51.952185953981974	fail	pass	7046068.0	32.0	pass	warn	126.0	pass	warn
Sample_PRO1747_PlateG_G5_R1	pass	0.0	warn	warn	124.97765471301857	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G5_R1.fastq.gz	79.54539216214063	fail	pass	9203104.0	36.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_G5_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G5_R2.fastq.gz	53.542662939102414	fail	pass	9203104.0	36.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_G6_R1	pass	0.0	fail	warn	124.90296661083386	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G6_R1.fastq.gz	77.16119444408871	fail	pass	12758330.0	36.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_G6_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G6_R2.fastq.gz	49.70767486266431	fail	pass	12758330.0	36.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_G7_R1	pass	0.0	fail	warn	124.88844202099796	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G7_R1.fastq.gz	75.9022067950991	fail	pass	9888580.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_G7_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G7_R2.fastq.gz	47.77218897127467	fail	pass	9888580.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_G8_R1	pass	0.0	fail	warn	124.85334142001953	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G8_R1.fastq.gz	82.31768947843283	fail	pass	13025525.0	35.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_G8_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G8_R2.fastq.gz	61.65834915602301	fail	pass	13025525.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_G9_R1	pass	0.0	fail	warn	124.84962025818932	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G9_R1.fastq.gz	76.35238451927124	fail	pass	13099690.0	36.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_G9_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_G9_R2.fastq.gz	51.115467359844246	fail	pass	13099690.0	36.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_H10_R1	pass	0.0	fail	warn	124.91515062809553	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H10_R1.fastq.gz	77.74639770747682	fail	pass	12749016.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_H10_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H10_R2.fastq.gz	54.09234589299474	fail	pass	12749016.0	34.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_H11_R1	pass	0.0	fail	warn	124.88003692104719	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H11_R1.fastq.gz	64.32692696131879	fail	pass	14443794.0	32.0	pass	warn	120-126	pass	pass
Sample_PRO1747_PlateG_H11_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H11_R2.fastq.gz	33.25259883606025	fail	pass	14443794.0	32.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateG_H12_R1	pass	0.0	fail	warn	124.91713558511032	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H12_R1.fastq.gz	80.13021010484687	fail	pass	11220679.0	35.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_H12_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H12_R2.fastq.gz	59.36442988361904	fail	pass	11220679.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_H1_R1	pass	0.0	fail	warn	124.90334641440327	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H1_R1.fastq.gz	81.2348557545004	fail	pass	11785988.0	32.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_H1_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H1_R2.fastq.gz	57.74829821352847	fail	pass	11785988.0	32.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_H2_R1	pass	0.0	warn	warn	124.8814409929099	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H2_R1.fastq.gz	78.37909450802577	fail	pass	11985458.0	35.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_H2_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H2_R2.fastq.gz	51.460371910755384	fail	pass	11985458.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_H3_R1	pass	0.0	fail	warn	124.90340590886808	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H3_R1.fastq.gz	78.56002891991652	fail	pass	12545550.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_H3_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H3_R2.fastq.gz	51.61320137741369	fail	pass	12545550.0	34.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_H4_R1	pass	0.0	fail	warn	125.00730066442736	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H4_R1.fastq.gz	82.93338939766112	fail	pass	7129899.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_H4_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H4_R2.fastq.gz	59.48034498839505	fail	pass	7129899.0	33.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_H5_R1	pass	0.0	warn	warn	124.94371442755794	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H5_R1.fastq.gz	78.18359028848934	fail	pass	9366450.0	36.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_H5_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H5_R2.fastq.gz	53.86934504268632	fail	pass	9366450.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_H6_R1	pass	0.0	fail	warn	125.02964269359717	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H6_R1.fastq.gz	82.61352674438415	fail	pass	7095003.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_H6_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H6_R2.fastq.gz	55.387158111559096	fail	pass	7095003.0	34.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_H7_R1	pass	0.0	warn	warn	124.89676748741502	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H7_R1.fastq.gz	77.43419076552594	fail	pass	10670059.0	35.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_H7_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H7_R2.fastq.gz	50.962007133262965	fail	pass	10670059.0	35.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_H8_R1	pass	0.0	fail	warn	124.87582841313507	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H8_R1.fastq.gz	78.93768097679073	fail	pass	9047569.0	33.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_H8_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H8_R2.fastq.gz	51.174988550822384	fail	pass	9047569.0	33.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateG_H9_R1	pass	0.0	fail	warn	124.88384849542022	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H9_R1.fastq.gz	81.98380784481684	fail	pass	12259669.0	34.0	pass	pass	120-126	pass	pass
Sample_PRO1747_PlateG_H9_R2	pass	0.0	fail	pass	126.0	pass	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateG_H9_R2.fastq.gz	60.35020107417207	fail	pass	12259669.0	34.0	pass	warn	126.0	pass	pass
Sample_PRO1747_PlateH_A10_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A10_R1.fastq.gz	44.539001293900036	fail	pass	13107571.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_A10_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A10_R2.fastq.gz	45.16969431827222	fail	pass	13107571.0	35.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_A11_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A11_R1.fastq.gz	33.056455915920004	fail	pass	17276293.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_A11_R2	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A11_R2.fastq.gz	34.30782807186478	fail	pass	17276293.0	34.0	pass	fail	126.0	pass	pass
Sample_PRO1747_PlateH_A12_R1	pass	0.0	fail	pass	126.0	warn	pass	Sanger / Illumina 1.9	Conventional base calls	pass	Sample_PRO1747_PlateH_A12_R1.fastq.gz	37.44488496568828	fail	pass	10467500.0	36.0	pass	fail	126.0	fail	pass
