Sample	r_with_adapters	bp_processed	percent_trimmed	bp_written	r_processed	quality_trimmed
Sample_PRO1747_PlateH_D2_R1	2643339	1313158140	1.4197711175898433	1294514300	10421890	5314219
Sample_PRO1747_PlateH_D2_R2	2777106	1313158140	1.7137787380276985	1290653515	10421890	9038391
Sample_PRO1747_PlateH_D3_R1	3559587	1665359892	1.8447329701873232	1634638449	13217142	3974272
Sample_PRO1747_PlateH_D3_R2	3682294	1665359892	2.195565065283799	1628795832	13217142	9787500
Sample_PRO1747_PlateH_D4_R1	3310282	1710213498	1.2996787843151498	1687986216	13573123	4320816
Sample_PRO1747_PlateH_D4_R2	3375306	1710213498	1.6918922715694764	1681278528	13573123	11130779
Sample_PRO1747_PlateH_D5_R1	23	13104	0.9844322344322344	12975	104	50
Sample_PRO1747_PlateH_D5_R2	22	13104	1.907814407814408	12854	104	168
Sample_PRO1747_PlateH_D6_R1	2504822	1284756606	1.2323208867781452	1268924282	10196481	4790604
Sample_PRO1747_PlateH_D6_R2	2636964	1284756606	1.5066656135177716	1265399620	10196481	8170013
Sample_PRO1747_PlateH_D7_R1	3200072	1553387220	2.6771336511961263	1511800968	12328470	7108680
Sample_PRO1747_PlateH_D7_R2	3315155	1553387220	2.95519188061815	1507481647	12328470	11373706
Sample_PRO1747_PlateH_D8_R1	2887085	1413984096	1.7741528402593858	1388897857	11222096	5477534
Sample_PRO1747_PlateH_D8_R2	3025474	1413984096	2.1261128102532774	1383921199	11222096	10514895
Sample_PRO1747_PlateH_D9_R1	2891407	1467724986	1.8649020941311414	1440353352	11648611	4908391
Sample_PRO1747_PlateH_D9_R2	3044463	1467724986	2.2916368066789863	1434090060	11648611	11451799
Sample_PRO1747_PlateH_E10_R1	3717231	1695551256	2.1055576983394952	1659850446	13456756	3883656
Sample_PRO1747_PlateH_E10_R2	3772635	1695551256	2.561771214305302	1652115112	13456756	11909809
Sample_PRO1747_PlateH_E11_R1	3407295	1721664882	1.3929864197578492	1697682324	13664007	4581525
Sample_PRO1747_PlateH_E11_R2	3505066	1721664882	1.8064251251887937	1690564295	13664007	11732060
Sample_PRO1747_PlateH_E12_R1	3341149	1565283006	1.725799928604093	1538269353	12422881	3782716
Sample_PRO1747_PlateH_E12_R2	3443523	1565283006	2.1521667245392684	1531595506	12422881	10595560
Sample_PRO1747_PlateH_E1_R1	2901442	1469038032	1.4681771696976733	1447469951	11659032	4018873
Sample_PRO1747_PlateH_E1_R2	2983785	1469038032	1.8656067714385764	1441631559	11659032	9941080
Sample_PRO1747_PlateH_E2_R1	2564111	1234402848	1.328657903420521	1218001857	9796848	4713556
Sample_PRO1747_PlateH_E2_R2	2693152	1234402848	1.6681561480000735	1213811081	9796848	8963843
Sample_PRO1747_PlateH_E3_R1	3017637	1485010926	1.8570631041942918	1457433336	11785801	6628840
Sample_PRO1747_PlateH_E3_R2	3175274	1485010926	2.1412453904059694	1453213198	11785801	11012645
Sample_PRO1747_PlateH_E4_R1	2564185	1380732444	1.1080357433825898	1365433435	10958194	4777069
Sample_PRO1747_PlateH_E4_R2	2668670	1380732444	1.3940971752815565	1361483692	10958194	8657441
Sample_PRO1747_PlateH_E5_R1	3108894	1553155002	1.6909198995709764	1526892395	12326627	4587750
Sample_PRO1747_PlateH_E5_R2	3191558	1553155002	2.032032537599876	1521594387	12326627	10257625
Sample_PRO1747_PlateH_E6_R1	2907562	1497560652	1.345322005695967	1477413639	11885402	5827661
Sample_PRO1747_PlateH_E6_R2	3038217	1497560652	1.7448847874777094	1471429944	11885402	11786684
Sample_PRO1747_PlateH_E7_R1	2693293	1378696284	1.3659210675003168	1359864381	10942034	5493047
Sample_PRO1747_PlateH_E7_R2	2817969	1378696284	1.6805021721520794	1355527263	10942034	9851316
Sample_PRO1747_PlateH_E8_R1	2861278	1427246604	1.4838302603521207	1406068687	11327354	3782789
Sample_PRO1747_PlateH_E8_R2	3010690	1427246604	1.9755780059995856	1399050234	11327354	11085281
Sample_PRO1747_PlateH_E9_R1	2697928	1359910188	1.3257560800037185	1341881096	10792938	5158341
Sample_PRO1747_PlateH_E9_R2	2853329	1359910188	1.6330243126320338	1337702524	10792938	9251299
Sample_PRO1747_PlateH_F10_R1	2557297	1256514966	1.67399955982697	1235480911	9972341	4488995
Sample_PRO1747_PlateH_F10_R2	2710952	1256514966	2.0400143805370323	1230881880	9972341	8898399
Sample_PRO1747_PlateH_F11_R1	2953067	1520895726	1.5695751912448992	1497024124	12070601	4879162
Sample_PRO1747_PlateH_F11_R2	3086982	1520895726	1.9157448141845852	1491759245	12070601	9981606
Sample_PRO1747_PlateH_F12_R1	3988522	1869617610	0.9347656390549295	1852141067	14838235	1660221
Sample_PRO1747_PlateH_F12_R2	4095576	1869617610	1.3669517158645077	1844060840	14838235	9779517
Sample_PRO1747_PlateH_F1_R1	2056698	914637528	2.754334939119183	889445347	7259028	3693739
Sample_PRO1747_PlateH_F1_R2	2151462	914637528	3.0847206829239133	886423515	7259028	6967779
Sample_PRO1747_PlateH_F2_R1	1967007	875941668	1.4991676363545248	862809834	6951918	5754239
Sample_PRO1747_PlateH_F2_R2	2146416	875941668	1.9640280430180426	858737928	6951918	9630905
Sample_PRO1747_PlateH_F3_R1	2855021	1468884060	1.7091615113584935	1443778459	11657810	4352287
Sample_PRO1747_PlateH_F3_R2	2936836	1468884060	2.0311552703485667	1439048744	11657810	9073956
Sample_PRO1747_PlateH_F4_R1	2866497	1473091578	1.429485533315567	1452033947	11691203	5073139
Sample_PRO1747_PlateH_F4_R2	2974429	1473091578	1.850726418313689	1445828683	11691203	11231354
Sample_PRO1747_PlateH_F5_R1	3350428	1590854076	2.249546551119375	1555067073	12625826	6221442
Sample_PRO1747_PlateH_F5_R2	3443482	1590854076	2.540790233987495	1550433811	12625826	10864007
Sample_PRO1747_PlateH_F6_R1	2540373	1406361474	1.876229794958106	1379974901	11161599	6656788
Sample_PRO1747_PlateH_F6_R2	2654574	1406361474	2.082235438141702	1377077717	11161599	9376481
Sample_PRO1747_PlateH_F7_R1	3480937	1672444368	1.8019997302535087	1642306925	13273368	7233955
Sample_PRO1747_PlateH_F7_R2	3684451	1672444368	2.152664249337829	1636442256	13273368	12889277
Sample_PRO1747_PlateH_F8_R1	2781004	1404344844	1.3080347094577292	1385975526	11145594	4567215
Sample_PRO1747_PlateH_F8_R2	2905157	1404344844	1.6554542211855765	1381096558	11145594	9535330
Sample_PRO1747_PlateH_F9_R1	3055691	1529572590	1.3606638309333197	1508760249	12139465	5709819
Sample_PRO1747_PlateH_F9_R2	3196964	1529572590	1.6771046479069032	1503920057	12139465	10520721
Sample_PRO1747_PlateH_G10_R1	2850723	1287137250	2.442161004974411	1255703286	10215375	5798658
Sample_PRO1747_PlateH_G10_R2	2982191	1287137250	2.7814740036464642	1251335862	10215375	10121392
Sample_PRO1747_PlateH_G11_R1	2730607	1369548054	1.7654145051269592	1345369854	10869429	6254208
Sample_PRO1747_PlateH_G11_R2	2900380	1369548054	2.099509609467124	1340794261	10869429	10613841
Sample_PRO1747_PlateH_G12_R1	2518297	1185296490	0.9848166343595601	1173623493	9407115	2248930
Sample_PRO1747_PlateH_G12_R2	2610322	1185296490	1.3381073118675986	1169435951	9407115	6360099
Sample_PRO1747_PlateH_G1_R1	191	68040	5.044091710758377	64608	540	107
Sample_PRO1747_PlateH_G1_R2	182	68040	5.515873015873016	64287	540	495
Sample_PRO1747_PlateH_G2_R1	3087742	1409275350	2.5199702102218704	1373762031	11184725	6637701
Sample_PRO1747_PlateH_G2_R2	3235066	1409275350	2.745180138146885	1370588203	11184725	9393562
Sample_PRO1747_PlateH_G3_R1	1942944	954325260	2.2071939078716203	933261451	7574010	3710310
Sample_PRO1747_PlateH_G3_R2	2020054	954325260	2.5457274388817916	930030740	7574010	6848678
Sample_PRO1747_PlateH_G4_R1	2698419	1394573544	1.4704534650199848	1374066989	11068044	5020234
Sample_PRO1747_PlateH_G4_R2	2794634	1394573544	1.7905932682744194	1369602404	11068044	9428659
Sample_PRO1747_PlateH_G5_R1	2053978	982084446	2.2342042061014373	960142674	7794321	6775845
Sample_PRO1747_PlateH_G5_R2	2202344	982084446	2.3590507002083196	958916576	7794321	7466986
Sample_PRO1747_PlateH_G6_R1	1567952	715559670	2.990351594298209	694161920	5679045	2631413
Sample_PRO1747_PlateH_G6_R2	1624687	715559670	3.373018772843919	691423708	5679045	5353278
Sample_PRO1747_PlateH_G7_R1	2788770	1516489002	1.5118608159876388	1493561799	12035627	6492229
Sample_PRO1747_PlateH_G7_R2	2961968	1516489002	1.8938985355068205	1487768239	12035627	12409652
Sample_PRO1747_PlateH_G8_R1	2093895	1106793324	1.40115743957993	1091285407	8784074	5106054
Sample_PRO1747_PlateH_G8_R2	2212794	1106793324	1.6543543950758417	1088483040	8784074	7836261
Sample_PRO1747_PlateH_G9_R1	1762908	871519320	2.0693382907449487	853484637	6916820	2783261
Sample_PRO1747_PlateH_G9_R2	1840183	871519320	2.5589430421347403	849217637	6916820	7266266
Sample_PRO1747_PlateH_H10_R1	3469880	1714028778	1.5962012045050975	1686669430	13603403	4256933
Sample_PRO1747_PlateH_H10_R2	3550237	1714028778	1.9878998204311362	1679955603	13603403	11009168
Sample_PRO1747_PlateH_H11_R1	3238958	1600965828	1.7633708044391814	1572734864	12706078	3923511
Sample_PRO1747_PlateH_H11_R2	3341145	1600965828	2.104132606133302	1567279384	12706078	9393493
Sample_PRO1747_PlateH_H1_R1	2534675	1263993318	1.7048453257725211	1242444187	10031693	4186238
Sample_PRO1747_PlateH_H1_R2	2645580	1263993318	2.029267926873645	1238343507	10031693	8224883
Sample_PRO1747_PlateH_H2_R1	3095670	1575745290	1.4008654279398163	1553671219	12505915	4683724
Sample_PRO1747_PlateH_H2_R2	3228455	1575745290	1.736001571675331	1548390327	12505915	9851070
Sample_PRO1747_PlateH_H3_R1	2352484	1056888252	2.57998335665103	1029620711	8388002	4461399
Sample_PRO1747_PlateH_H3_R2	2457213	1056888252	2.8165992898178227	1027119945	8388002	6663151
Sample_PRO1747_PlateH_H4_R1	2697727	1200984246	2.57698542700118	1170035057	9531621	3482817
Sample_PRO1747_PlateH_H4_R2	2790965	1200984246	3.1374736284425833	1163303682	9531621	10532096
Sample_PRO1747_PlateH_H5_R1	2563771	1231328700	2.5345453248998417	1200120116	9772450	5006125
Sample_PRO1747_PlateH_H5_R2	2636264	1231328700	2.873370286910392	1195948067	9772450	9130403
Sample_PRO1747_PlateH_H6_R1	2332380	1011915450	3.7487531196405786	973981238	8031075	5182180
Sample_PRO1747_PlateH_H6_R2	2429696	1011915450	3.925550104013137	972192202	8031075	6505512
Sample_PRO1747_PlateH_H7_R1	3239636	1363184802	3.7977400367173404	1311414587	10818927	7112400
Sample_PRO1747_PlateH_H7_R2	3394859	1363184802	4.002889330921399	1308618023	10818927	10243261
Sample_PRO1747_PlateH_H8_R1	3537289	1467024426	3.3707061125647546	1417575344	11643051	4800215
Sample_PRO1747_PlateH_H8_R2	3659261	1467024426	3.7390177714736974	1412172122	11643051	10184509
Sample_PRO1747_PlateH_H9_R1	2662097	1426063842	1.2617010171694685	1408071180	11317967	6503458
Sample_PRO1747_PlateH_H9_R2	2823771	1426063842	1.5200672902272492	1404386712	11317967	10041581
